PRESIDENTIAL ELECTORS (Vote For 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Hillary Clinton,,,,,,Donald J. Trump,,,,,,Gary Johnson,,,,,,WRITE-IN,,,,,,Jill Stein,,,,,,Darrell L. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Registered Voters,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 13 DIST 11,435,223,1,0,0,0,224,4,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 13 DIST 12,449,273,9,0,0,0,282,8,0,0,0,0,8,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 13 DIST 13,295,183,4,0,0,0,187,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 13 DIST 14,284,136,1,1,0,0,138,7,0,0,0,0,7,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 13 DIST 15,344,203,6,0,0,0,209,3,0,0,0,0,3,3,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 13 DIST 16,346,191,6,0,0,0,197,8,0,0,0,0,8,2,0,0,0,0,2,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 13 DIST 17,874,479,2,4,0,0,485,10,0,0,0,0,10,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 13 DIST 18,233,115,1,2,0,0,118,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 13 DIST 19,483,330,9,2,0,0,341,9,0,0,0,0,9,2,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 14 DIST 1,716,317,22,0,0,0,339,42,4,0,0,0,46,8,1,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 14 DIST 2,1469,469,38,6,0,0,513,56,3,0,0,0,59,11,0,0,0,0,11,6,0,0,0,0,6,6,0,0,0,0,6,1,0,0,0,0,1,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 14 DIST 3,876,470,54,1,0,0,525,62,3,0,0,0,65,11,1,0,0,0,12,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 14 DIST 4,758,439,50,0,0,0,489,47,5,0,0,0,52,9,0,0,0,0,9,3,1,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 14 DIST 5,805,424,72,1,0,0,497,76,2,0,0,0,78,3,0,0,0,0,3,5,1,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 14 DIST 6,749,303,23,0,0,0,326,62,5,1,0,0,68,6,0,0,0,0,6,5,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,1,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 14 DIST 7,3677,1312,43,3,0,0,1358,126,2,1,0,0,129,30,1,0,0,0,31,13,1,0,0,0,14,11,0,0,0,0,11,1,0,0,0,0,1,1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 14 DIST 8,762,364,49,2,0,0,415,67,4,0,0,0,71,7,0,0,0,0,7,4,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,1,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 14 DIST 9,794,458,55,0,0,0,513,83,9,0,0,0,92,11,0,0,0,0,11,3,1,0,0,0,4,8,1,0,0,0,9,1,1,0,0,0,2,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 10,701,412,31,0,0,0,443,54,1,0,0,0,55,10,3,0,0,0,13,7,0,0,0,0,7,3,0,0,0,0,3,2,0,0,0,0,2,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 11,795,444,60,0,0,0,504,82,9,0,0,0,91,10,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 12,775,434,33,1,0,0,468,33,1,0,0,0,34,10,0,0,0,0,10,9,0,0,0,0,9,4,0,0,0,0,4,1,0,0,0,0,1,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 13,766,488,37,1,0,0,526,29,3,0,0,0,32,7,1,0,0,0,8,1,1,0,0,0,2,4,0,0,0,0,4,0,0,0,0,0,0,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 14,881,484,42,0,0,0,526,60,4,0,0,0,64,13,1,0,0,0,14,9,0,0,0,0,9,11,0,0,0,0,11,5,0,0,0,0,5,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 15,778,454,24,1,0,0,479,40,1,0,0,0,41,15,0,0,0,0,15,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 16,511,280,27,0,0,0,307,60,3,0,0,0,63,5,0,0,0,0,5,6,0,0,0,0,6,1,2,0,0,0,3,1,0,0,0,0,1,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 17,460,293,31,0,0,0,324,46,4,0,0,0,50,3,2,0,0,0,5,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 18,763,436,38,0,0,0,474,57,7,0,0,0,64,16,0,0,0,0,16,4,0,0,0,0,4,13,0,0,0,0,13,0,0,0,0,0,0,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 19,617,378,38,0,0,0,416,56,5,0,0,0,61,5,0,0,0,0,5,1,1,0,0,0,2,11,0,0,0,0,11,0,0,0,0,0,0,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 20,667,350,44,0,0,0,394,52,3,1,0,0,56,6,0,0,0,0,6,4,2,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 21,579,321,33,0,0,0,354,53,6,0,0,0,59,5,1,0,0,0,6,4,1,0,0,0,5,4,0,0,0,0,4,1,0,0,0,0,1,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 22,705,415,48,0,0,0,463,42,7,0,0,0,49,4,3,0,0,0,7,10,0,0,0,0,10,5,1,0,0,0,6,0,0,0,0,0,0,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 23,720,370,56,0,0,0,426,68,7,0,0,0,75,5,0,0,0,0,5,3,0,0,0,0,3,5,1,0,0,0,6,0,0,0,0,0,0,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 24,560,297,36,1,0,0,334,40,5,0,0,0,45,9,0,0,0,0,9,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 25,946,513,43,0,0,0,556,119,12,0,0,0,131,9,1,0,0,0,10,2,0,0,0,0,2,7,1,0,0,0,8,1,0,0,0,0,1,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 26,617,323,48,0,0,0,371,74,6,0,0,0,80,12,0,0,0,0,12,3,0,0,0,0,3,1,1,0,0,0,2,1,0,0,0,0,1,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 27,535,284,13,0,0,0,297,117,2,0,0,0,119,12,1,0,0,0,13,7,1,0,0,0,8,3,0,0,0,0,3,2,0,0,0,0,2,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 28,530,239,12,0,0,0,251,140,5,0,0,0,145,9,0,0,0,0,9,11,1,0,0,0,12,6,0,0,0,0,6,1,0,0,0,0,1,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 29,781,444,37,0,0,0,481,74,6,0,0,0,80,10,0,0,0,0,10,2,0,0,0,0,2,4,1,0,0,0,5,2,0,0,0,0,2,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 30,692,377,41,0,0,0,418,94,2,0,0,0,96,5,0,0,0,0,5,5,0,0,0,0,5,3,1,0,0,0,4,2,0,0,0,0,2,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 31,1049,587,64,0,0,0,651,146,4,0,0,0,150,15,1,0,0,0,16,6,2,0,0,0,8,7,0,0,0,0,7,1,0,0,0,0,1,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 32,769,368,16,0,0,0,384,68,1,1,0,0,70,9,1,0,0,0,10,4,1,0,0,0,5,8,0,0,0,0,8,1,0,0,0,0,1,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 33,807,350,30,0,0,0,380,109,6,0,0,0,115,12,0,0,0,0,12,4,3,0,0,0,7,5,0,0,0,0,5,2,0,0,0,0,2,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 34,854,359,18,0,0,0,377,124,2,0,0,0,126,11,1,0,0,0,12,9,1,0,0,0,10,4,0,0,0,0,4,2,0,0,0,0,2,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 35,621,268,62,0,0,0,330,47,16,0,0,0,63,3,1,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,2,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 36,866,418,39,0,0,0,457,64,10,0,0,0,74,16,1,0,0,0,17,10,0,0,0,0,10,9,1,0,0,0,10,0,0,0,0,0,0,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 37,655,277,32,1,0,0,310,90,7,0,0,0,97,6,0,0,0,0,6,6,0,0,0,0,6,1,1,0,0,0,2,0,1,0,0,0,1,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 38,583,291,28,0,0,0,319,43,4,0,0,0,47,9,0,0,0,0,9,4,0,0,0,0,4,2,1,0,0,0,3,0,0,0,0,0,0,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 39,575,288,26,0,0,0,314,72,0,0,0,0,72,4,1,0,0,0,5,3,0,0,0,0,3,3,1,0,0,0,4,0,0,0,0,0,0,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 40,528,245,23,0,0,0,268,40,5,0,0,0,45,12,0,0,0,0,12,4,1,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 14 DIST 41,93,30,3,0,0,0,33,11,0,0,0,0,11,3,0,0,0,0,3,1,1,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 15 DIST 1,636,225,81,0,0,0,306,68,10,0,0,0,78,1,1,0,0,0,2,5,1,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 15 DIST 2,731,360,24,0,0,0,384,113,4,0,0,0,117,11,1,0,0,0,12,5,1,0,0,0,6,10,0,0,0,0,10,0,0,0,0,0,0,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 15 DIST 3,613,289,10,0,0,0,299,99,3,0,0,0,102,7,1,0,0,0,8,4,0,0,0,0,4,7,0,0,0,0,7,1,0,0,0,0,1,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 15 DIST 4,628,310,26,1,0,0,337,96,5,0,0,0,101,17,0,0,0,0,17,4,0,0,0,0,4,5,0,0,0,0,5,4,0,0,0,0,4,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 15 DIST 5,543,256,11,0,0,0,267,79,2,0,0,0,81,19,0,0,0,0,19,5,0,0,0,0,5,1,2,0,0,0,3,0,0,0,0,0,0,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 15 DIST 6,549,276,6,0,0,0,282,93,4,0,0,0,97,9,0,0,0,0,9,9,2,0,0,0,11,3,0,0,0,0,3,1,0,0,0,0,1,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 15 DIST 7,684,330,13,0,0,0,343,143,2,0,0,0,145,14,0,0,0,0,14,6,0,0,0,0,6,5,1,0,0,0,6,1,0,0,0,0,1,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 15 DIST 8,636,309,10,0,0,0,319,92,5,0,0,0,97,14,0,0,0,0,14,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 15 DIST 9,175,79,0,0,0,0,79,22,1,0,0,0,23,3,0,0,0,0,3,2,0,0,0,0,2,9,0,0,0,0,9,0,0,0,0,0,0,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 15 DIST 10,623,307,14,0,0,0,321,116,6,0,0,0,122,10,1,0,0,0,11,5,0,0,0,0,5,6,0,0,0,0,6,1,0,0,0,0,1,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 15 DIST 11,582,229,6,1,0,0,236,146,3,0,0,0,149,13,0,0,0,0,13,9,0,0,0,0,9,5,0,0,0,0,5,1,0,0,0,0,1,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 15 DIST 12,484,221,9,0,0,0,230,88,3,0,0,0,91,11,0,0,0,0,11,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 15 DIST 13,452,236,7,1,0,0,244,22,0,0,0,0,22,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 15 DIST 14,338,153,1,0,0,0,154,28,0,0,0,0,28,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 15 DIST 15,378,158,1,0,0,0,159,44,0,0,0,0,44,3,1,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 15 DIST 16,559,322,4,1,0,0,327,47,4,0,0,0,51,3,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,1,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 15 DIST 17,35,20,0,0,0,0,20,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 15 DIST 18,571,275,4,0,0,0,279,58,3,0,0,0,61,7,0,0,0,0,7,1,0,0,0,0,1,6,0,0,0,0,6,1,0,0,0,0,1,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 15 DIST 19,515,206,45,0,0,0,251,7,12,0,0,0,19,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 16 DIST 1,810,293,23,0,0,0,316,123,5,0,0,0,128,11,0,0,0,0,11,8,0,0,0,0,8,3,1,0,0,0,4,1,0,0,0,0,1,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 16 DIST 2,1131,476,23,1,0,0,500,135,5,0,0,0,140,31,0,0,0,0,31,6,1,0,0,0,7,1,0,0,0,0,1,1,0,0,0,0,1,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 16 DIST 3,829,313,20,2,0,0,335,150,11,0,0,0,161,17,2,1,0,0,20,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 16 DIST 4,429,187,5,1,0,0,193,50,0,0,0,0,50,14,0,0,0,0,14,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 16 DIST 5,580,239,10,0,0,0,249,100,1,0,0,0,101,18,0,0,0,0,18,7,0,0,0,0,7,3,0,0,0,0,3,1,0,0,0,0,1,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 16 DIST 6,472,199,2,1,0,0,202,119,3,0,0,0,122,13,2,0,0,0,15,1,0,0,0,0,1,9,0,0,0,0,9,0,0,0,0,0,0,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 16 DIST 7,416,157,4,0,0,0,161,70,2,0,0,0,72,7,0,0,0,0,7,1,0,0,0,0,1,6,0,0,0,0,6,0,0,0,0,0,0,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 16 DIST 8,191,103,0,0,0,0,103,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 16 DIST 9,536,221,8,0,0,0,229,79,1,0,0,0,80,5,0,0,0,0,5,2,0,0,0,0,2,4,0,0,0,0,4,0,0,0,0,0,0,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 16 DIST 10,399,139,4,2,0,0,145,84,2,0,0,0,86,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WRD 16 DIST 11,392,170,4,1,0,0,175,71,1,1,0,0,73,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,1,0,0,0,0,1,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 17 DIST 1,191,41,0,0,0,0,41,32,0,0,0,0,32,3,0,0,0,0,3,1,0,0,0,0,1,2,2,0,0,0,4,1,0,0,0,0,1,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 17 DIST 2,849,312,18,1,0,0,331,151,7,1,0,0,159,15,1,1,0,0,17,12,0,1,0,0,13,6,1,0,0,0,7,0,0,0,0,0,0,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 17 DIST 3,659,267,8,1,0,0,276,102,4,2,0,0,108,17,0,0,0,0,17,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 17 DIST 4,784,323,18,2,0,0,343,147,2,0,0,0,149,14,0,0,0,0,14,13,1,0,0,0,14,10,1,0,0,0,11,0,0,0,0,0,0,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBURGH WARD 17 DIST 5,586,247,9,0,0,0,256,99,1,0,0,0,100,10,2,0,0,0,12,6,0,0,0,0,6,5,1,0,0,0,6,2,0,0,0,0,2,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
